,date,open,high,low,close,volume
1278,2023-06-23,"1,125.30","1,130.61","1,122.62","1,129.38",906.63K
1447,2023-06-26,"1,129.38","1,134.00","1,119.95","1,132.03",1.04M
1504,2023-06-27,"1,132.03","1,136.49","1,128.82","1,134.33",722.00K
1564,2023-06-28,"1,134.33","1,140.56","1,131.86","1,138.35",892.14K
1617,2023-06-29,"1,139.42","1,140.43","1,125.39","1,125.39",906.89K
1665,2023-06-30,"1,125.39","1,126.33","1,120.01","1,120.18",617.53K
594,2023-07-03,"1,120.18","1,128.35","1,120.18","1,125.50",558.38K
601,2023-07-04,"1,125.50","1,132.12","1,123.49","1,132.00",701.31K
608,2023-07-05,"1,132.00","1,138.67","1,132.00","1,134.62",807.03K
616,2023-07-06,"1,134.62","1,135.81","1,122.35","1,126.22",921.11K
624,2023-07-07,"1,126.22","1,138.07","1,122.94","1,138.07",798.40K
648,2023-07-10,"1,138.07","1,149.02","1,138.07","1,149.02",879.43K
655,2023-07-11,"1,149.02","1,157.01","1,149.02","1,151.77",936.91K
663,2023-07-12,"1,151.77","1,157.43","1,149.28","1,154.20",788.16K
701,2023-07-13,"1,154.20","1,165.42","1,154.20","1,165.42",806.74K
760,2023-07-14,"1,165.42","1,169.84","1,156.28","1,168.40",1.04M
934,2023-07-17,"1,171.75","1,174.89","1,168.77","1,173.13",914.62K
992,2023-07-18,"1,173.13","1,175.70","1,170.04","1,174.09",837.14K
1050,2023-07-19,"1,174.09","1,178.55","1,172.98","1,172.98",896.65K
1107,2023-07-20,"1,172.98","1,174.39","1,166.62","1,172.81",796.61K
1166,2023-07-21,"1,172.81","1,185.90","1,172.07","1,185.90",988.09K
1340,2023-07-24,"1,185.90","1,193.22","1,183.39","1,190.72",1.04M
1396,2023-07-25,"1,190.72","1,199.27","1,190.72","1,195.90",1.00M
1453,2023-07-26,"1,195.90","1,200.84","1,195.44","1,200.84",912.30K
1510,2023-07-27,"1,200.84","1,203.69","1,191.08","1,197.33",1.16M
1569,2023-07-28,"1,197.33","1,207.67","1,195.86","1,207.67",1.11M
1714,2023-07-31,"1,207.67","1,224.81","1,207.67","1,222.90",1.20M
581,2023-08-01,"1,222.90","1,234.50","1,217.56","1,217.56",1.28M
587,2023-08-02,"1,217.56","1,223.04","1,213.18","1,220.43",940.81K
595,2023-08-03,"1,219.73","1,222.35","1,209.06","1,210.95",1.03M
602,2023-08-04,"1,210.95","1,228.12","1,210.95","1,225.98",1.13M
625,2023-08-07,"1,233.10","1,241.42","1,230.38","1,241.42",1.30M
632,2023-08-08,"1,241.42","1,246.22","1,239.01","1,242.23",1.19M
640,2023-08-09,"1,242.23","1,242.23","1,231.28","1,233.99",1.09M
649,2023-08-10,"1,233.99","1,238.19","1,220.61","1,220.61",1.01M
656,2023-08-11,"1,220.61","1,232.21","1,213.37","1,232.21",1.01M
765,2023-08-14,"1,232.21","1,239.61","1,229.04","1,236.84",1.11M
822,2023-08-15,"1,236.84","1,239.42","1,230.58","1,234.05",912.03K
879,2023-08-16,"1,234.05","1,243.48","1,234.05","1,243.26",930.67K
940,2023-08-17,"1,242.58","1,243.98","1,233.48","1,233.48",1.11M
997,2023-08-18,"1,233.48","1,233.48","1,177.74","1,177.99",1.70M
1171,2023-08-21,"1,177.99","1,188.16","1,164.63","1,179.76",1.08M
1231,2023-08-22,"1,179.76","1,184.43","1,149.13","1,180.49",1.06M
1288,2023-08-23,"1,180.49","1,193.79","1,168.89","1,172.56",747.18K
1346,2023-08-24,"1,172.56","1,189.99","1,171.33","1,189.39",851.54K
1401,2023-08-25,"1,189.39","1,192.59","1,181.60","1,183.37",893.34K
1574,2023-08-28,"1,183.37","1,202.02","1,183.37","1,201.72",882.85K
1626,2023-08-29,"1,201.72","1,208.78","1,197.57","1,204.43",990.94K
1675,2023-08-30,"1,206.10","1,213.52","1,203.51","1,213.16",911.99K
1720,2023-08-31,"1,213.16","1,224.84","1,213.16","1,224.05",945.48K
609,2023-09-05,"1,224.05","1,236.21","1,224.05","1,234.98",1.09M
617,2023-09-06,"1,234.98","1,245.50","1,229.89","1,245.50",1.13M
626,2023-09-07,"1,245.50","1,255.11","1,240.82","1,243.14",1.13M
633,2023-09-08,"1,243.14","1,248.10","1,240.15","1,241.48",1.10M
657,2023-09-11,"1,241.48","1,251.37","1,223.33","1,223.63",1.39M
664,2023-09-12,"1,223.63","1,245.44","1,220.85","1,245.44",967.87K
711,2023-09-13,"1,245.44","1,250.61","1,232.84","1,238.39",1.26M
771,2023-09-14,"1,238.39","1,244.21","1,223.03","1,223.81",1.23M
827,2023-09-15,"1,223.81","1,233.87","1,220.27","1,227.36",917.36K
1002,2023-09-18,"1,227.36","1,227.36","1,203.88","1,211.81",845.00K
1059,2023-09-19,"1,211.81","1,219.57","1,199.85","1,211.50",1.00M
1117,2023-09-20,"1,211.50","1,226.11","1,209.46","1,226.11",878.03K
1177,2023-09-21,"1,226.11","1,227.88","1,211.65","1,212.74",963.68K
1236,2023-09-22,"1,212.74","1,212.74","1,174.57","1,193.05",1.39M
1406,2023-09-25,"1,193.05","1,195.62","1,153.20","1,153.20",1.09M
1462,2023-09-26,"1,153.20","1,163.52","1,137.96","1,137.96",1.05M
1520,2023-09-27,"1,137.96","1,153.85","1,126.36","1,153.85",860.42K
1580,2023-09-28,"1,153.85","1,155.39","1,136.99","1,152.43",691.11K
1631,2023-09-29,"1,152.43","1,163.88","1,152.43","1,154.15",574.81K
588,2023-10-02,"1,154.15","1,161.48","1,149.63","1,155.25",518.24K
596,2023-10-03,"1,155.25","1,155.25","1,117.28","1,118.10",991.88K
603,2023-10-04,"1,118.10","1,133.79","1,106.40","1,128.67",682.49K
610,2023-10-05,"1,128.67","1,133.12","1,113.89","1,113.89",609.01K
618,2023-10-06,"1,113.89","1,129.13","1,107.40","1,128.54",621.62K
641,2023-10-09,"1,128.54","1,137.36","1,127.03","1,137.36",602.62K
650,2023-10-10,"1,137.36","1,150.34","1,137.36","1,143.69",671.76K
658,2023-10-11,"1,143.69","1,150.81","1,138.22","1,150.81",543.05K
665,2023-10-12,"1,150.81","1,156.73","1,148.11","1,151.61",647.18K
716,2023-10-13,"1,151.61","1,155.10","1,138.99","1,154.73",621.42K
888,2023-10-16,"1,154.73","1,157.46","1,140.64","1,141.42",676.19K
949,2023-10-17,"1,145.34","1,147.89","1,121.65","1,121.65",610.50K
1008,2023-10-18,"1,121.65","1,125.27","1,088.87","1,103.40",1.04M
1065,2023-10-19,"1,103.40","1,104.03","1,087.85","1,087.85",649.23K
1122,2023-10-20,"1,087.85","1,108.16","1,073.73","1,108.03",658.19K
1297,2023-10-23,"1,108.03","1,108.03","1,086.54","1,093.53",563.10K
1355,2023-10-24,"1,093.53","1,107.30","1,088.17","1,105.90",509.04K
1412,2023-10-25,"1,105.90","1,111.39","1,100.64","1,101.66",539.26K
1468,2023-10-26,"1,101.66","1,101.66","1,049.71","1,055.45",1.18M
1525,2023-10-27,"1,055.45","1,061.87","1,037.46","1,060.62",692.23K
1684,2023-10-30,"1,054.03","1,060.39","1,042.40","1,042.40",533.36K
1725,2023-10-31,"1,042.40","1,046.17","1,025.03","1,028.19",755.54K
582,2023-11-01,"1,028.19","1,039.66","1,020.01","1,039.66",679.89K
589,2023-11-02,"1,039.66","1,075.47","1,039.66","1,075.47",772.12K
597,2023-11-03,"1,075.47","1,082.23","1,071.11","1,076.78",756.48K
619,2023-11-06,"1,076.78","1,089.66","1,076.78","1,089.66",692.79K
627,2023-11-07,"1,089.66","1,089.89","1,079.42","1,080.29",634.51K
634,2023-11-08,"1,080.29","1,113.43","1,075.80","1,113.43",952.58K
642,2023-11-09,"1,113.43","1,124.78","1,112.13","1,113.89",1.05M
651,2023-11-10,"1,113.89","1,116.02","1,101.23","1,101.68",1.03M
721,2023-11-13,"1,103.66","1,107.91","1,093.19","1,100.07",789.44K
780,2023-11-14,"1,100.07","1,115.60","1,100.07","1,109.73",822.20K
837,2023-11-15,"1,109.73","1,132.75","1,109.73","1,122.50",937.96K
894,2023-11-16,"1,122.50","1,125.53","1,114.97","1,125.53",687.40K
954,2023-11-17,"1,125.53","1,129.84","1,096.16","1,101.19",1.26M
1127,2023-11-20,"1,101.19","1,111.26","1,085.32","1,103.66",841.47K
1186,2023-11-21,"1,103.66","1,112.77","1,103.66","1,110.46",712.61K
1246,2023-11-22,"1,110.46","1,115.47","1,103.26","1,113.82",946.28K
1303,2023-11-23,"1,113.82","1,118.54","1,088.49","1,088.49",1.03M
1360,2023-11-24,"1,088.49","1,095.61","1,073.31","1,095.61",958.34K
1530,2023-11-27,"1,095.61","1,096.84","1,085.69","1,088.06",595.02K
1589,2023-11-28,"1,088.06","1,095.43","1,076.45","1,095.43",681.89K
1641,2023-11-29,"1,095.43","1,105.28","1,095.43","1,102.80",614.96K
1690,2023-11-30,"1,101.75","1,107.45","1,094.13","1,094.13",723.48K
583,2023-12-01,"1,094.13","1,099.46","1,092.99","1,093.27",245.76K
